mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
BAC009S0068W0317_BAC009S0357W0285,S0068,M,S0357,F
BAC009S0029W0153_BAC009S0666W0425,S0029,M,S0666,F
BAC009S0200W0148_BAC009S0716W0342,S0200,F,S0716,M
BAC009S0142W0278_BAC009S0176W0329,S0142,F,S0176,F
BAC009S0177W0494_BAC009S0018W0153,S0177,F,S0018,M
BAC009S0663W0273_BAC009S0204W0303,S0663,F,S0204,F
BAC009S0065W0133_BAC009S0113W0408,S0065,M,S0113,M
BAC009S0018W0433_BAC009S0246W0450,S0018,M,S0246,M
BAC009S0024W0369_BAC009S0214W0277,S0024,M,S0214,F
BAC009S0028W0144_BAC009S0518W0460,S0028,M,S0518,F
BAC009S0336W0290_BAC009S0105W0209,S0336,F,S0105,M
BAC009S0115W0292_BAC009S0021W0438,S0115,M,S0021,M
BAC009S0214W0255_BAC009S0520W0270,S0214,F,S0520,F
BAC009S0520W0432_BAC009S0192W0169,S0520,F,S0192,F
BAC009S0089W0451_BAC009S0705W0389,S0089,M,S0705,M
BAC009S0356W0270_BAC009S0155W0270,S0356,F,S0155,F
BAC009S0190W0370_BAC009S0187W0241,S0190,F,S0187,F
BAC009S0186W0494_BAC009S0107W0182,S0186,F,S0107,M
BAC009S0047W0357_BAC009S0182W0446,S0047,M,S0182,F
BAC009S0216W0239_BAC009S0174W0138,S0216,F,S0174,F
BAC009S0664W0226_BAC009S0713W0290,S0664,F,S0713,M
BAC009S0341W0378_BAC009S0349W0321,S0341,F,S0349,F
BAC009S0718W0478_BAC009S0140W0298,S0718,M,S0140,F
BAC009S0099W0353_BAC009S0186W0443,S0099,M,S0186,F
BAC009S0230W0274_BAC009S0517W0156,S0230,F,S0517,F
BAC009S0200W0273_BAC009S0344W0478,S0200,F,S0344,F
BAC009S0091W0488_BAC009S0512W0147,S0091,M,S0512,F
BAC009S0194W0206_BAC009S0229W0262,S0194,F,S0229,F
BAC009S0348W0231_BAC009S0067W0357,S0348,F,S0067,M
BAC009S0153W0265_BAC009S0214W0126,S0153,F,S0214,F
BAC009S0113W0411_BAC009S0146W0484,S0113,M,S0146,F
BAC009S0096W0403_BAC009S0701W0187,S0096,M,S0701,M
BAC009S0335W0426_BAC009S0160W0135,S0335,F,S0160,F
BAC009S0209W0158_BAC009S0081W0454,S0209,F,S0081,M
BAC009S0046W0407_BAC009S0350W0378,S0046,M,S0350,F
BAC009S0421W0216_BAC009S0083W0457,S0421,M,S0083,M
BAC009S0010W0476_BAC009S0038W0145,S0010,M,S0038,M
BAC009S0515W0295_BAC009S0049W0408,S0515,F,S0049,M
BAC009S0199W0140_BAC009S0099W0162,S0199,F,S0099,M
BAC009S0079W0389_BAC009S0121W0221,S0079,M,S0121,M
BAC009S0212W0400_BAC009S0195W0230,S0212,F,S0195,F
BAC009S0039W0484_BAC009S0089W0278,S0039,M,S0089,M
BAC009S0043W0146_BAC009S0158W0391,S0043,M,S0158,F
BAC009S0664W0494_BAC009S0013W0290,S0664,F,S0013,M
BAC009S0714W0250_BAC009S0023W0260,S0714,M,S0023,M
BAC009S0183W0311_BAC009S0335W0322,S0183,F,S0335,F
BAC009S0142W0456_BAC009S0656W0145,S0142,F,S0656,F
BAC009S0038W0486_BAC009S0015W0487,S0038,M,S0015,M
BAC009S0054W0492_BAC009S0216W0257,S0054,M,S0216,F
BAC009S0349W0270_BAC009S0116W0396,S0349,F,S0116,M
BAC009S0131W0296_BAC009S0349W0354,S0131,F,S0349,F
BAC009S0021W0441_BAC009S0352W0339,S0021,M,S0352,F
BAC009S0087W0299_BAC009S0174W0150,S0087,M,S0174,F
BAC009S0704W0453_BAC009S0151W0378,S0704,M,S0151,F
BAC009S0117W0136_BAC009S0125W0480,S0117,M,S0125,F
BAC009S0076W0177_BAC009S0202W0403,S0076,M,S0202,F
BAC009S0341W0405_BAC009S0655W0322,S0341,F,S0655,F
BAC009S0116W0223_BAC009S0019W0416,S0116,M,S0019,M
BAC009S0718W0223_BAC009S0143W0329,S0718,M,S0143,F
BAC009S0225W0327_BAC009S0037W0187,S0225,F,S0037,M
BAC009S0110W0224_BAC009S0166W0488,S0110,M,S0166,F
BAC009S0083W0145_BAC009S0118W0205,S0083,M,S0118,M
BAC009S0660W0280_BAC009S0173W0166,S0660,F,S0173,F
BAC009S0208W0455_BAC009S0032W0157,S0208,F,S0032,M
BAC009S0655W0172_BAC009S0123W0448,S0655,F,S0123,M
BAC009S0193W0347_BAC009S0176W0322,S0193,F,S0176,F
BAC009S0657W0190_BAC009S0520W0121,S0657,F,S0520,F
BAC009S0658W0179_BAC009S0152W0473,S0658,F,S0152,F
BAC009S0086W0237_BAC009S0712W0258,S0086,M,S0712,M
BAC009S0359W0391_BAC009S0219W0274,S0359,F,S0219,F
BAC009S0225W0372_BAC009S0151W0339,S0225,F,S0151,F
BAC009S0209W0353_BAC009S0177W0227,S0209,F,S0177,F
BAC009S0020W0325_BAC009S0110W0263,S0020,M,S0110,M
BAC009S0144W0435_BAC009S0095W0250,S0144,F,S0095,M
BAC009S0515W0371_BAC009S0068W0294,S0515,F,S0068,M
BAC009S0238W0248_BAC009S0176W0420,S0238,F,S0176,F
BAC009S0210W0443_BAC009S0085W0148,S0210,F,S0085,M
BAC009S0159W0374_BAC009S0144W0446,S0159,F,S0144,F
BAC009S0013W0244_BAC009S0518W0441,S0013,M,S0518,F
BAC009S0203W0198_BAC009S0707W0434,S0203,F,S0707,M
BAC009S0014W0230_BAC009S0661W0403,S0014,M,S0661,F
BAC009S0218W0168_BAC009S0340W0239,S0218,F,S0340,F
BAC009S0082W0268_BAC009S0176W0404,S0082,M,S0176,F
BAC009S0242W0471_BAC009S0111W0354,S0242,F,S0111,M
BAC009S0171W0182_BAC009S0082W0335,S0171,F,S0082,M
BAC009S0102W0281_BAC009S0141W0422,S0102,M,S0141,F
BAC009S0059W0295_BAC009S0356W0461,S0059,M,S0356,F
BAC009S0067W0192_BAC009S0199W0204,S0067,M,S0199,F
BAC009S0334W0313_BAC009S0158W0127,S0334,F,S0158,F
BAC009S0252W0223_BAC009S0192W0244,S0252,M,S0192,F
BAC009S0658W0390_BAC009S0235W0226,S0658,F,S0235,F
BAC009S0012W0152_BAC009S0244W0386,S0012,M,S0244,F
BAC009S0003W0123_BAC009S0714W0324,S0003,M,S0714,M
BAC009S0349W0282_BAC009S0125W0371,S0349,F,S0125,F
BAC009S0119W0372_BAC009S0076W0182,S0119,M,S0076,M
BAC009S0102W0476_BAC009S0123W0384,S0102,M,S0123,M
BAC009S0079W0199_BAC009S0028W0411,S0079,M,S0028,M
BAC009S0164W0404_BAC009S0134W0337,S0164,F,S0134,F
BAC009S0596W0122_BAC009S0117W0247,S0596,M,S0117,M
BAC009S0342W0262_BAC009S0036W0147,S0342,F,S0036,M
BAC009S0655W0270_BAC009S0244W0384,S0655,F,S0244,F
BAC009S0214W0407_BAC009S0710W0371,S0214,F,S0710,M
BAC009S0039W0397_BAC009S0702W0488,S0039,M,S0702,M
BAC009S0157W0160_BAC009S0039W0479,S0157,F,S0039,M
BAC009S0421W0379_BAC009S0600W0144,S0421,M,S0600,M
BAC009S0167W0430_BAC009S0191W0393,S0167,F,S0191,F
BAC009S0139W0191_BAC009S0337W0424,S0139,F,S0337,F
BAC009S0075W0142_BAC009S0239W0197,S0075,M,S0239,F
BAC009S0016W0144_BAC009S0201W0149,S0016,M,S0201,F
BAC009S0143W0486_BAC009S0206W0373,S0143,F,S0206,F
BAC009S0126W0342_BAC009S0185W0484,S0126,F,S0185,F
BAC009S0718W0260_BAC009S0170W0206,S0718,M,S0170,F
BAC009S0054W0205_BAC009S0719W0137,S0054,M,S0719,M
BAC009S0087W0343_BAC009S0342W0345,S0087,M,S0342,F
BAC009S0140W0447_BAC009S0122W0387,S0140,F,S0122,M
BAC009S0192W0254_BAC009S0015W0375,S0192,F,S0015,M
BAC009S0003W0395_BAC009S0719W0143,S0003,M,S0719,M
BAC009S0712W0375_BAC009S0343W0180,S0712,M,S0343,F
BAC009S0334W0363_BAC009S0164W0371,S0334,F,S0164,F
BAC009S0116W0279_BAC009S0201W0463,S0116,M,S0201,F
BAC009S0219W0184_BAC009S0148W0273,S0219,F,S0148,F
BAC009S0077W0374_BAC009S0203W0464,S0077,M,S0203,F
BAC009S0048W0425_BAC009S0212W0268,S0048,M,S0212,F
BAC009S0022W0346_BAC009S0214W0436,S0022,M,S0214,F
BAC009S0238W0255_BAC009S0142W0279,S0238,F,S0142,F
BAC009S0347W0450_BAC009S0245W0383,S0347,F,S0245,F
BAC009S0347W0335_BAC009S0096W0337,S0347,F,S0096,M
BAC009S0047W0465_BAC009S0713W0396,S0047,M,S0713,M
BAC009S0360W0256_BAC009S0233W0406,S0360,F,S0233,F
BAC009S0664W0391_BAC009S0117W0488,S0664,F,S0117,M
BAC009S0213W0442_BAC009S0111W0403,S0213,F,S0111,M
BAC009S0115W0419_BAC009S0022W0389,S0115,M,S0022,M
BAC009S0225W0269_BAC009S0121W0322,S0225,F,S0121,M
BAC009S0113W0405_BAC009S0034W0470,S0113,M,S0034,M
BAC009S0033W0376_BAC009S0339W0384,S0033,M,S0339,F
BAC009S0107W0326_BAC009S0661W0394,S0107,M,S0661,F
BAC009S0018W0258_BAC009S0119W0173,S0018,M,S0119,M
BAC009S0666W0185_BAC009S0198W0194,S0666,F,S0198,F
BAC009S0243W0232_BAC009S0116W0322,S0243,F,S0116,M
BAC009S0190W0163_BAC009S0141W0436,S0190,F,S0141,F
BAC009S0184W0297_BAC009S0722W0127,S0184,F,S0722,M
BAC009S0192W0403_BAC009S0048W0379,S0192,F,S0048,M
BAC009S0655W0229_BAC009S0519W0488,S0655,F,S0519,F
BAC009S0237W0340_BAC009S0085W0474,S0237,F,S0085,M
BAC009S0007W0449_BAC009S0168W0132,S0007,M,S0168,F
BAC009S0171W0311_BAC009S0174W0207,S0171,F,S0174,F
BAC009S0598W0224_BAC009S0107W0435,S0598,M,S0107,M
BAC009S0007W0230_BAC009S0079W0458,S0007,M,S0079,M
BAC009S0017W0329_BAC009S0235W0356,S0017,M,S0235,F
BAC009S0132W0466_BAC009S0057W0192,S0132,F,S0057,M
BAC009S0008W0396_BAC009S0344W0137,S0008,M,S0344,F
BAC009S0165W0444_BAC009S0706W0325,S0165,F,S0706,M
BAC009S0714W0311_BAC009S0244W0367,S0714,M,S0244,F
BAC009S0203W0256_BAC009S0363W0263,S0203,F,S0363,F
BAC009S0080W0360_BAC009S0087W0269,S0080,M,S0087,M
BAC009S0024W0477_BAC009S0157W0341,S0024,M,S0157,F
BAC009S0509W0314_BAC009S0079W0376,S0509,F,S0079,M
BAC009S0158W0121_BAC009S0520W0301,S0158,F,S0520,F
BAC009S0044W0494_BAC009S0155W0174,S0044,M,S0155,F
BAC009S0111W0356_BAC009S0720W0320,S0111,M,S0720,M
BAC009S0334W0287_BAC009S0342W0398,S0334,F,S0342,F
BAC009S0070W0217_BAC009S0100W0336,S0070,M,S0100,M
BAC009S0010W0310_BAC009S0231W0298,S0010,M,S0231,F
BAC009S0715W0343_BAC009S0518W0179,S0715,M,S0518,F
BAC009S0421W0347_BAC009S0193W0336,S0421,M,S0193,F
BAC009S0020W0206_BAC009S0077W0198,S0020,M,S0077,M
BAC009S0210W0351_BAC009S0245W0491,S0210,F,S0245,F
BAC009S0223W0491_BAC009S0173W0134,S0223,F,S0173,F
BAC009S0423W0311_BAC009S0337W0436,S0423,M,S0337,F
BAC009S0170W0477_BAC009S0100W0204,S0170,F,S0100,M
BAC009S0249W0128_BAC009S0015W0323,S0249,M,S0015,M
BAC009S0200W0141_BAC009S0519W0196,S0200,F,S0519,F
BAC009S0228W0352_BAC009S0002W0261,S0228,F,S0002,M
BAC009S0060W0184_BAC009S0710W0184,S0060,M,S0710,M
BAC009S0131W0123_BAC009S0123W0254,S0131,F,S0123,M
BAC009S0701W0277_BAC009S0187W0220,S0701,M,S0187,F
BAC009S0164W0424_BAC009S0154W0414,S0164,F,S0154,F
BAC009S0227W0243_BAC009S0191W0247,S0227,F,S0191,F
BAC009S0717W0349_BAC009S0135W0256,S0717,M,S0135,F
BAC009S0352W0414_BAC009S0096W0469,S0352,F,S0096,M
BAC009S0112W0359_BAC009S0181W0413,S0112,M,S0181,F
BAC009S0068W0277_BAC009S0058W0393,S0068,M,S0058,M
BAC009S0363W0156_BAC009S0075W0324,S0363,F,S0075,M
BAC009S0200W0270_BAC009S0655W0478,S0200,F,S0655,F
BAC009S0146W0327_BAC009S0422W0243,S0146,F,S0422,M
BAC009S0721W0153_BAC009S0234W0209,S0721,M,S0234,F
BAC009S0217W0404_BAC009S0422W0151,S0217,F,S0422,M
BAC009S0130W0259_BAC009S0335W0479,S0130,F,S0335,F
BAC009S0344W0409_BAC009S0116W0478,S0344,F,S0116,M
BAC009S0070W0226_BAC009S0597W0240,S0070,M,S0597,M
BAC009S0073W0200_BAC009S0128W0477,S0073,M,S0128,F
BAC009S0171W0360_BAC009S0099W0351,S0171,F,S0099,M
BAC009S0116W0280_BAC009S0211W0388,S0116,M,S0211,F
BAC009S0228W0351_BAC009S0186W0203,S0228,F,S0186,F
BAC009S0211W0348_BAC009S0014W0331,S0211,F,S0014,M
BAC009S0016W0263_BAC009S0085W0492,S0016,M,S0085,M
BAC009S0187W0400_BAC009S0048W0424,S0187,F,S0048,M
BAC009S0357W0218_BAC009S0106W0232,S0357,F,S0106,M
BAC009S0075W0381_BAC009S0229W0216,S0075,M,S0229,F
BAC009S0350W0137_BAC009S0051W0245,S0350,F,S0051,M
BAC009S0016W0205_BAC009S0665W0334,S0016,M,S0665,F
BAC009S0351W0442_BAC009S0702W0154,S0351,F,S0702,M
BAC009S0196W0427_BAC009S0208W0367,S0196,F,S0208,F
BAC009S0102W0400_BAC009S0025W0237,S0102,M,S0025,M
BAC009S0212W0365_BAC009S0723W0239,S0212,F,S0723,M
BAC009S0222W0131_BAC009S0031W0383,S0222,F,S0031,M
BAC009S0662W0382_BAC009S0338W0306,S0662,F,S0338,F
BAC009S0208W0386_BAC009S0069W0381,S0208,F,S0069,M
BAC009S0334W0125_BAC009S0210W0221,S0334,F,S0210,F
BAC009S0662W0304_BAC009S0111W0187,S0662,F,S0111,M
BAC009S0097W0401_BAC009S0192W0392,S0097,M,S0192,F
BAC009S0026W0310_BAC009S0657W0235,S0026,M,S0657,F
BAC009S0145W0149_BAC009S0192W0490,S0145,F,S0192,F
BAC009S0596W0134_BAC009S0049W0219,S0596,M,S0049,M
BAC009S0139W0234_BAC009S0025W0468,S0139,F,S0025,M
BAC009S0705W0253_BAC009S0251W0351,S0705,M,S0251,M
BAC009S0211W0429_BAC009S0709W0167,S0211,F,S0709,M
BAC009S0361W0126_BAC009S0013W0469,S0361,F,S0013,M
BAC009S0200W0455_BAC009S0185W0355,S0200,F,S0185,F
BAC009S0236W0231_BAC009S0203W0446,S0236,F,S0203,F
BAC009S0124W0336_BAC009S0229W0244,S0124,F,S0229,F
BAC009S0075W0269_BAC009S0516W0335,S0075,M,S0516,F
BAC009S0186W0465_BAC009S0096W0298,S0186,F,S0096,M
BAC009S0101W0178_BAC009S0598W0393,S0101,M,S0598,M
BAC009S0159W0464_BAC009S0207W0217,S0159,F,S0207,F
BAC009S0224W0169_BAC009S0242W0269,S0224,F,S0242,F
BAC009S0173W0381_BAC009S0714W0217,S0173,F,S0714,M
BAC009S0518W0351_BAC009S0190W0377,S0518,F,S0190,F
BAC009S0173W0245_BAC009S0091W0314,S0173,F,S0091,M
BAC009S0181W0448_BAC009S0171W0137,S0181,F,S0171,F
BAC009S0707W0338_BAC009S0110W0478,S0707,M,S0110,M
BAC009S0241W0235_BAC009S0052W0479,S0241,F,S0052,M
BAC009S0237W0335_BAC009S0108W0398,S0237,F,S0108,M
BAC009S0046W0322_BAC009S0048W0181,S0046,M,S0048,M
BAC009S0134W0413_BAC009S0715W0173,S0134,F,S0715,M
BAC009S0515W0493_BAC009S0068W0366,S0515,F,S0068,M
BAC009S0243W0148_BAC009S0068W0243,S0243,F,S0068,M
BAC009S0072W0258_BAC009S0230W0150,S0072,M,S0230,F
BAC009S0157W0284_BAC009S0023W0201,S0157,F,S0023,M
BAC009S0509W0237_BAC009S0039W0245,S0509,F,S0039,M
BAC009S0238W0471_BAC009S0232W0199,S0238,F,S0232,F
BAC009S0174W0232_BAC009S0091W0287,S0174,F,S0091,M
BAC009S0053W0308_BAC009S0177W0291,S0053,M,S0177,F
BAC009S0048W0184_BAC009S0245W0272,S0048,M,S0245,F
BAC009S0167W0224_BAC009S0059W0469,S0167,F,S0059,M
BAC009S0127W0156_BAC009S0237W0203,S0127,F,S0237,F
BAC009S0247W0487_BAC009S0655W0476,S0247,M,S0655,F
BAC009S0105W0438_BAC009S0055W0432,S0105,M,S0055,M
BAC009S0023W0322_BAC009S0044W0429,S0023,M,S0044,M
BAC009S0044W0239_BAC009S0204W0185,S0044,M,S0204,F
BAC009S0067W0409_BAC009S0148W0477,S0067,M,S0148,F
BAC009S0521W0150_BAC009S0231W0234,S0521,F,S0231,F
BAC009S0181W0425_BAC009S0055W0435,S0181,F,S0055,M
BAC009S0705W0348_BAC009S0052W0187,S0705,M,S0052,M
BAC009S0249W0157_BAC009S0113W0132,S0249,M,S0113,M
BAC009S0522W0321_BAC009S0422W0207,S0522,F,S0422,M
BAC009S0083W0226_BAC009S0069W0315,S0083,M,S0069,M
BAC009S0166W0347_BAC009S0025W0137,S0166,F,S0025,M
BAC009S0233W0320_BAC009S0225W0214,S0233,F,S0225,F
BAC009S0033W0149_BAC009S0241W0353,S0033,M,S0241,F
BAC009S0357W0260_BAC009S0077W0176,S0357,F,S0077,M
BAC009S0191W0382_BAC009S0041W0179,S0191,F,S0041,M
BAC009S0218W0406_BAC009S0206W0124,S0218,F,S0206,F
BAC009S0228W0171_BAC009S0660W0308,S0228,F,S0660,F
BAC009S0131W0164_BAC009S0237W0356,S0131,F,S0237,F
BAC009S0662W0283_BAC009S0705W0340,S0662,F,S0705,M
BAC009S0059W0406_BAC009S0036W0301,S0059,M,S0036,M
BAC009S0111W0441_BAC009S0147W0210,S0111,M,S0147,F
BAC009S0666W0196_BAC009S0347W0132,S0666,F,S0347,F
BAC009S0196W0261_BAC009S0085W0201,S0196,F,S0085,M
BAC009S0147W0222_BAC009S0242W0228,S0147,F,S0242,F
BAC009S0165W0272_BAC009S0191W0274,S0165,F,S0191,F
BAC009S0345W0303_BAC009S0521W0341,S0345,F,S0521,F
BAC009S0005W0437_BAC009S0195W0339,S0005,M,S0195,F
BAC009S0177W0138_BAC009S0344W0273,S0177,F,S0344,F
BAC009S0721W0299_BAC009S0234W0225,S0721,M,S0234,F
BAC009S0512W0276_BAC009S0522W0148,S0512,F,S0522,F
BAC009S0007W0337_BAC009S0145W0389,S0007,M,S0145,F
BAC009S0196W0338_BAC009S0242W0177,S0196,F,S0242,F
BAC009S0230W0271_BAC009S0053W0145,S0230,F,S0053,M
BAC009S0516W0488_BAC009S0353W0470,S0516,F,S0353,F
BAC009S0133W0243_BAC009S0349W0173,S0133,F,S0349,F
BAC009S0033W0342_BAC009S0199W0378,S0033,M,S0199,F
BAC009S0010W0488_BAC009S0714W0481,S0010,M,S0714,M
BAC009S0135W0152_BAC009S0050W0187,S0135,F,S0050,M
BAC009S0091W0140_BAC009S0190W0367,S0091,M,S0190,F
BAC009S0247W0290_BAC009S0712W0175,S0247,M,S0712,M
BAC009S0063W0196_BAC009S0010W0401,S0063,M,S0010,M
BAC009S0094W0168_BAC009S0016W0345,S0094,M,S0016,M
BAC009S0707W0337_BAC009S0176W0279,S0707,M,S0176,F
BAC009S0721W0139_BAC009S0172W0256,S0721,M,S0172,F
BAC009S0175W0149_BAC009S0061W0369,S0175,F,S0061,M
BAC009S0104W0160_BAC009S0245W0479,S0104,M,S0245,F
BAC009S0036W0472_BAC009S0019W0371,S0036,M,S0019,M
BAC009S0206W0456_BAC009S0157W0488,S0206,F,S0157,F
BAC009S0068W0368_BAC009S0242W0463,S0068,M,S0242,F
BAC009S0008W0149_BAC009S0151W0412,S0008,M,S0151,F
BAC009S0063W0346_BAC009S0027W0420,S0063,M,S0027,M
BAC009S0510W0202_BAC009S0199W0362,S0510,F,S0199,F
BAC009S0060W0366_BAC009S0241W0477,S0060,M,S0241,F
BAC009S0115W0379_BAC009S0208W0206,S0115,M,S0208,F
BAC009S0521W0247_BAC009S0098W0174,S0521,F,S0098,M
BAC009S0029W0481_BAC009S0026W0330,S0029,M,S0026,M
BAC009S0206W0125_BAC009S0205W0272,S0206,F,S0205,F
BAC009S0040W0126_BAC009S0510W0457,S0040,M,S0510,F
BAC009S0078W0148_BAC009S0020W0186,S0078,M,S0020,M
BAC009S0144W0282_BAC009S0009W0221,S0144,F,S0009,M
BAC009S0215W0299_BAC009S0061W0191,S0215,F,S0061,M
BAC009S0068W0328_BAC009S0223W0406,S0068,M,S0223,F
BAC009S0242W0126_BAC009S0711W0321,S0242,F,S0711,M
BAC009S0657W0330_BAC009S0214W0290,S0657,F,S0214,F
BAC009S0156W0125_BAC009S0009W0151,S0156,F,S0009,M
BAC009S0019W0348_BAC009S0249W0462,S0019,M,S0249,M
BAC009S0053W0266_BAC009S0226W0188,S0053,M,S0226,F
BAC009S0661W0320_BAC009S0027W0461,S0661,F,S0027,M
BAC009S0140W0462_BAC009S0344W0355,S0140,F,S0344,F
BAC009S0045W0283_BAC009S0663W0362,S0045,M,S0663,F
BAC009S0657W0124_BAC009S0136W0405,S0657,F,S0136,F
BAC009S0021W0382_BAC009S0040W0427,S0021,M,S0040,M
BAC009S0053W0249_BAC009S0111W0139,S0053,M,S0111,M
BAC009S0154W0403_BAC009S0016W0380,S0154,F,S0016,M
BAC009S0008W0240_BAC009S0002W0428,S0008,M,S0002,M
BAC009S0666W0474_BAC009S0060W0433,S0666,F,S0060,M
BAC009S0211W0463_BAC009S0250W0305,S0211,F,S0250,M
BAC009S0220W0295_BAC009S0216W0422,S0220,F,S0216,F
BAC009S0128W0420_BAC009S0707W0347,S0128,F,S0707,M
BAC009S0723W0285_BAC009S0346W0339,S0723,M,S0346,F
BAC009S0238W0276_BAC009S0704W0144,S0238,F,S0704,M
BAC009S0245W0337_BAC009S0173W0400,S0245,F,S0173,F
BAC009S0009W0338_BAC009S0073W0357,S0009,M,S0073,M
BAC009S0720W0164_BAC009S0248W0222,S0720,M,S0248,M
BAC009S0108W0495_BAC009S0248W0385,S0108,M,S0248,M
BAC009S0210W0216_BAC009S0712W0352,S0210,F,S0712,M
BAC009S0601W0470_BAC009S0211W0425,S0601,M,S0211,F
BAC009S0196W0488_BAC009S0201W0351,S0196,F,S0201,F
BAC009S0334W0330_BAC009S0085W0170,S0334,F,S0085,M
BAC009S0149W0422_BAC009S0145W0275,S0149,F,S0145,F
BAC009S0666W0275_BAC009S0049W0235,S0666,F,S0049,M
BAC009S0162W0345_BAC009S0202W0144,S0162,F,S0202,F
BAC009S0218W0186_BAC009S0703W0356,S0218,F,S0703,M
BAC009S0199W0193_BAC009S0111W0184,S0199,F,S0111,M
BAC009S0112W0365_BAC009S0095W0414,S0112,M,S0095,M
BAC009S0129W0350_BAC009S0063W0230,S0129,F,S0063,M
BAC009S0042W0392_BAC009S0232W0242,S0042,M,S0232,F
BAC009S0034W0482_BAC009S0718W0187,S0034,M,S0718,M
BAC009S0233W0388_BAC009S0363W0393,S0233,F,S0363,F
BAC009S0655W0183_BAC009S0421W0220,S0655,F,S0421,M
BAC009S0088W0266_BAC009S0659W0345,S0088,M,S0659,F
BAC009S0156W0418_BAC009S0151W0492,S0156,F,S0151,F
BAC009S0116W0305_BAC009S0058W0376,S0116,M,S0058,M
BAC009S0061W0226_BAC009S0229W0222,S0061,M,S0229,F
BAC009S0222W0315_BAC009S0343W0249,S0222,F,S0343,F
BAC009S0112W0324_BAC009S0066W0446,S0112,M,S0066,M
BAC009S0107W0201_BAC009S0335W0291,S0107,M,S0335,F
BAC009S0140W0223_BAC009S0187W0479,S0140,F,S0187,F
BAC009S0248W0489_BAC009S0044W0412,S0248,M,S0044,M
BAC009S0084W0228_BAC009S0111W0209,S0084,M,S0111,M
BAC009S0173W0377_BAC009S0092W0450,S0173,F,S0092,M
BAC009S0421W0156_BAC009S0664W0180,S0421,M,S0664,F
BAC009S0194W0228_BAC009S0185W0236,S0194,F,S0185,F
BAC009S0054W0182_BAC009S0046W0164,S0054,M,S0046,M
BAC009S0087W0434_BAC009S0016W0221,S0087,M,S0016,M
BAC009S0242W0402_BAC009S0663W0192,S0242,F,S0663,F
BAC009S0713W0358_BAC009S0341W0239,S0713,M,S0341,F
BAC009S0180W0436_BAC009S0160W0137,S0180,F,S0160,F
BAC009S0235W0270_BAC009S0165W0127,S0235,F,S0165,F
BAC009S0012W0439_BAC009S0215W0458,S0012,M,S0215,F
BAC009S0219W0449_BAC009S0164W0207,S0219,F,S0164,F
BAC009S0190W0294_BAC009S0179W0399,S0190,F,S0179,F
BAC009S0140W0418_BAC009S0351W0359,S0140,F,S0351,F
BAC009S0109W0457_BAC009S0104W0401,S0109,M,S0104,M
BAC009S0203W0140_BAC009S0128W0348,S0203,F,S0128,F
BAC009S0178W0402_BAC009S0361W0359,S0178,F,S0361,F
BAC009S0072W0345_BAC009S0082W0239,S0072,M,S0082,M
BAC009S0357W0364_BAC009S0349W0126,S0357,F,S0349,F
BAC009S0509W0157_BAC009S0336W0440,S0509,F,S0336,F
BAC009S0233W0264_BAC009S0095W0227,S0233,F,S0095,M
BAC009S0084W0450_BAC009S0243W0383,S0084,M,S0243,F
BAC009S0071W0427_BAC009S0242W0305,S0071,M,S0242,F
BAC009S0723W0302_BAC009S0601W0399,S0723,M,S0601,M
BAC009S0054W0225_BAC009S0040W0257,S0054,M,S0040,M
BAC009S0006W0450_BAC009S0115W0215,S0006,M,S0115,M
BAC009S0357W0416_BAC009S0705W0297,S0357,F,S0705,M
BAC009S0023W0461_BAC009S0362W0128,S0023,M,S0362,F
BAC009S0520W0469_BAC009S0516W0432,S0520,F,S0516,F
BAC009S0252W0342_BAC009S0106W0415,S0252,M,S0106,M
BAC009S0088W0199_BAC009S0718W0430,S0088,M,S0718,M
BAC009S0093W0486_BAC009S0032W0217,S0093,M,S0032,M
BAC009S0126W0400_BAC009S0011W0278,S0126,F,S0011,M
BAC009S0007W0324_BAC009S0155W0325,S0007,M,S0155,F
BAC009S0096W0251_BAC009S0211W0221,S0096,M,S0211,F
BAC009S0352W0185_BAC009S0118W0359,S0352,F,S0118,M
BAC009S0231W0197_BAC009S0025W0405,S0231,F,S0025,M
BAC009S0596W0426_BAC009S0334W0486,S0596,M,S0334,F
BAC009S0701W0258_BAC009S0067W0422,S0701,M,S0067,M
BAC009S0084W0476_BAC009S0656W0493,S0084,M,S0656,F
BAC009S0191W0169_BAC009S0105W0241,S0191,F,S0105,M
BAC009S0152W0297_BAC009S0246W0216,S0152,F,S0246,M
BAC009S0206W0350_BAC009S0014W0461,S0206,F,S0014,M
BAC009S0520W0182_BAC009S0515W0465,S0520,F,S0515,F
BAC009S0702W0376_BAC009S0022W0128,S0702,M,S0022,M
BAC009S0015W0130_BAC009S0216W0367,S0015,M,S0216,F
BAC009S0039W0409_BAC009S0071W0461,S0039,M,S0071,M
BAC009S0421W0465_BAC009S0095W0440,S0421,M,S0095,M
BAC009S0214W0219_BAC009S0215W0283,S0214,F,S0215,F
BAC009S0246W0392_BAC009S0360W0429,S0246,M,S0360,F
BAC009S0089W0482_BAC009S0518W0485,S0089,M,S0518,F
BAC009S0022W0211_BAC009S0038W0229,S0022,M,S0038,M
BAC009S0135W0130_BAC009S0073W0495,S0135,F,S0073,M
BAC009S0348W0214_BAC009S0073W0149,S0348,F,S0073,M
